X,Y,OBJECTID,BEST_LOCATION,SPRING_KEY,RESOURCE_,SURFACE_WATER_MEASURE,SPRING_NAME,STATION_NAME,STATION_ALIAS,STATION_ID,DATA_SOURCE,STATION_COMMENTS,TIDAL,FGS_MAGNITUDE,SPRING_CLUSTER,DMS_LAT,DMS_LON,ALBERS_X,ALBERS_Y,DATUM_ALBERS,LOCATION_METHOD,OFS_NAME
-82.437156615988,29.1019060238382,870,YES,1563,SPRING_VENT,YES,RAINBOW SPRING #4,RAINBOW SPRING #4,"RAINBOW #4; RAINBOW SPRINGS",DEP FGS-317,DEP FGS,Spring          Urban/Suburban, ,Unknown,RAINBOW GROUP,29 06 06.86693,82 26 13.77319,551842.627086,567129.008634,WGS84,DGPS,Rainbow Spring Group
-82.5940786758327,28.8857876113412,871,YES,3966,SPRING_GENERAL,YES,PARKER ISLAND SPRING COMPLEX,HAMMETTAS/PARKER ISLAND SPRINGS/LITTLE HIDDEN SPRING #1,Little Hidden Spring, ,SWFWMD - VHB,"Complex has three vents all located on interior of island; bowl edges seen at low tide; discharge low to moderate", ,3,KINGS BAY GROUP,28 53 08.84,82 35 38.69,536870.718585,542947.413916,NAD83, ,Crystal River (Including Kings Bay Spring Group)
-82.5939786742233,28.88702649989,872,YES,3986,SPRING_GENERAL,YES,PARKER ISLAND SPRINGS NORTH COMPLEX,PARKER ISLAND NORTH SPRINGS #1, , ,SWFWMD - VHB,"Complex has 5 to 8 vents scattered over a moderately sized area; vents irregular in shape due to fractured limestone; discharge low to moderate", ,2,KINGS BAY GROUP,28 53 13.3,82 35 38.33,536878.885031,543085.09574,NAD83, ,Crystal River (Including Kings Bay Spring Group)
-85.7232990013181,30.9464820252526,873,YES,3826,SPRING_GENERAL,YES,PATE SPRING,PATE SPRING, , ,NWFWMD, , ,4, ,30 56 47.33988,85 43 23.88,235430.044901,772065.710413,NAD83, ,
-83.1331520672875,30.1232231071464,874,YES,4231,SPRING_VENT,YES,PEACOCK SLOUGH (SUWANNEE),PEACOCK SLOUGH, ,02320048,USGS,"USGS Peacock Slough station has discharge 1973-2015 with geomean of 35.8 cfs djh 121415;", ,2,PEACOCK CAVE CLUSTER,30 07 23.61518,83 07 59.35274,483425.61732,679852.466289,WGS84,DGPS,
-85.1663231251588,30.5368458815781,875,YES,3340,SPRING_GENERAL,YES,PEACOCK SPRING (CALHOUN),PEACOCK SPRING, , ,DEP FGS BULLETIN 66, , ,Unknown, ,30 32 12.65,85 09 58.7718,288187.758611,725994.09316,NAD83, ,
-83.1331520672875,30.1232231071464,876,YES,1467,SPRING_VENT,YES,PEACOCK SPRINGS I (SUWANNEE),PEACOCK SPRINGS, ,DEP FGS-296,DEP FGS,"Resurgent spring type SRWMD 070115; Peacock Springs has 3 vents.  This FGS location is the northwestern vent and headwaters compared to the other two vents.   There is a map of an extensive cave network - caveatlas.com djh 121415;", ,2,PEACOCK CAVE CLUSTER,30 07 23.61518,83 07 59.35274,483425.61732,679852.466289,WGS84,DGPS,Peacock Springs
-83.1882488098948,30.0964039330197,877,YES,1477,SPRING_VENT,YES,PERRY SPRING,PERRY SPRING,"D. PRIDGEON-PERRY SPRING;  -41135006",DEP FGS-297,DEP FGS,"Spring is an estavelle.  The spring run is confined by a wall of cement. SRWMD 070115;", ,2, ,30 05 47.06556,83 11 17.70104,478142.771408,676839.503404,WGS84,DGPS,
-82.5987758894734,28.8938459453801,878,YES,3984,SPRING_GENERAL,YES,PETES PIER SPRING COMPLEX,PETE'S PIER SPRING, , ,SWFWMD - VHB,"Complex has two northern vents and two southern vents along fracture line; discharge is moderate", ,3, ,28 53 37.85,82 35 55.6,536403.281936,543837.036308,NAD83, ,
-82.6620859539874,29.8305314295953,879,YES,1482,SPRING_VENT,YES,PICKARD SPRING,PICKARD SPRING, ,DEP FGS-298,DEP FGS,Spring, ,2, ,29 49 49.92287,82 39 43.5137,529112.157916,647768.46354,WGS84,DGPS,
-85.6906371200203,30.6585489646461,880,YES,1487,SPRING_VENT,YES,PINEY WOOD SPRING,PINEY WOOD SPRING, ,DEP FGS-299,DEP FGS,Spring, ,4, ,30 39 30.785,85 41 26.30076,238111.000901,740079.916993,WGS84,DGPS,
-83.1436722218809,30.4099305545452,881,YES,4269,KARST_WINDOW,NO,Pit Sink,Pit Sink, , ,SRWMD,Estavelle, ,Unknown,STEVENSON SPRING - LINE EATER CAVE,30 24 36,83 08 37,482192.195867,711666.26402,NAD83, ,
-85.5462948144704,30.4329331902955,882,YES,3940,SPRING_GENERAL,YES,PITTS SPRING,PITTS SPRING, , ,NWFWMD, , ,3, ,30 25 58.566,85 32 46.66884,251617.979312,714864.017102,NAD83, ,
-82.5914481256795,28.8810792777562,883,YES,3997,SPRING_GENERAL,NO,PLANTATION POINT HOLE,PLANTATION POINT HOLE, , ,SWFWMD - VHB,Vent off seawall northeast of Plantation Inn, ,Never Flowing, ,28 52 51.89,82 35 29.22,537132.771757,542427.505335,NAD83, ,
-86.1748187036693,30.6994563235632,884,YES,3802,SPRING_GENERAL,YES,PLEASANT RIDGE SPRING,PLEASANT RIDGE SPRING (SURFICIAL AQ.), , ,NWFWMD, , ,Unknown, ,30 41 58.056,86 10 29.352,191831.928373,745344.894761,NAD83, ,
-83.1460361107292,30.4107166658644,885,YES,4267,KARST_WINDOW,NO,Muddy Sink,Muddy Sink, , ,SRWMD,Estavelle, ,Unknown,STEVENSON SPRING - LINE EATER CAVE,30 24 39,83 08 46,481964.704163,711751.930997,NAD83, ,
-85.6555379953647,30.6684238246332,886,YES,3664,SPRING_GENERAL,YES,MULLET SPRING,MULLET SPRING, ,304006085392001,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 40 06.334,85 39 19.944,241486.465801,741129.932852,NAD83, ,
-84.2637316781821,30.1960977340245,887,YES,3942,SPRING_GENERAL,YES,MYSTERIOUS WATER SPRING,MYSTERIOUS WATER SPRING, , ,NWFWMD, , ,4, ,30 11 45.96,84 15 49.43988,374635.520848,687675.241661,NAD83, ,
-82.6812727162063,29.8299156329509,888,YES,1393,SPRING_VENT,YES,NAKED SPRING,NAKED SPRING, ,DEP FGS-270,DEP FGS,Spring, ,Unknown, ,29 49 47.70631,82 40 52.58593,527261.387987,647680.158992,WGS84,DGPS,
-86.2075329064667,30.9867473625626,889,YES,3918,SPRING_RISE,YES,NATURAL BRIDGE CREEK RISE (WALTON),NATURAL BRIDGE RISE,Natural Bridge Creek After Rise,305912086123000,NWFWMD, , ,2, ,30 59 12.3,86 12 27.11988,189271.496242,777268.784868,NAD83, ,
-86.2048605839586,30.9881643760229,890,YES,3279,SPRING_GENERAL,YES,NATURAL BRIDGE CREEK SPRING (WALTON),NATURAL BRIDGE CREEK SPRING, , ,DEP NWD PENSACOLA, , ,2, ,30 59 17.4,86 12 17.5,189529.376232,777421.387116,NAD83, ,
-84.1472344141159,30.2850085436829,891,YES,4033,KARST_WINDOW,YES,NATURAL BRIDGE SPRING #2 (LEON),NATURAL BRIDGE SPRING #2 (LEON), ,46521,DEP GWMS,New spring vent discovered by Edgar Wade March 2011, ,1, ,30 17 06.039,84 08 50.049,385851.457872,697524.936315,WGS84,DGPS,
-84.1471227669535,30.2851847463545,892,YES,1398,KARST_WINDOW,YES,NATURAL BRIDGE SPRING (LEON),NATURAL BRIDGE SPRING SIP,Jim French Spring,11387,DEP GWIS,"Spring Low Impact; Tom Greenhalgh FGS advises that the Gerrell family said Jim French Spring is the alias", ,1, ,30 17 06.665,84 08 49.642,385862.21,697544.48,WGS84, ,
-82.4363688411817,29.098500456316,893,YES,1568,SPRING_VENT,YES,RAINBOW SPRING #5,RAINBOW SPRING #5,"GARFISH HOLE; RAINBOW #5 SPRING; RAINBOW SPRING #5",DEP FGS-318,DEP FGS,Spring     On River Bottom, ,Unknown,RAINBOW GROUP,29 05 54.60688,82 26 10.93715,551923.956723,566751.835135,WGS84,DGPS,Rainbow Spring Group
-82.4285617506191,29.0928069931294,894,YES,1570,SPRING_VENT,YES,RAINBOW SPRING #6,RAINBOW SPRING #6,"RAINBOW #6; RAINBOW SPRINGS",DEP FGS-319,DEP FGS,Spring          Urban/Suburban, ,Unknown,RAINBOW GROUP,29 05 34.11042,82 25 42.83152,552690.516956,566129.292638,WGS84,DGPS,Rainbow Spring Group
-82.4267667933645,29.0922557227821,895,YES,1575,SPRING_VENT,YES,RAINBOW SPRING #7,RAINBOW SPRING #7, ,DEP FGS-320,DEP FGS,Spring     On River Bottom, ,Unknown,RAINBOW GROUP,29 05 32.12585,82 25 36.36966,552865.697453,566070.305026,WGS84,DGPS,Rainbow Spring Group
-82.4378760231286,29.1026945044398,896,YES,1578,SPRING_VENT,YES,RAINBOW SPRING NORTH,RAINBOW SPRING NORTH, ,DEP FGS-321,DEP FGS,Spring, ,Unknown,RAINBOW GROUP,29 06 09.70546,82 26 16.36307,551771.625569,567215.673436,WGS84,DGPS,Rainbow Spring Group
-82.4289737872872,29.0934707241291,897,YES,1580,SPRING_VENT,YES,RAINBOW UNNAMED SWAMP SPRING,RAINBOW UNNAMED SWAMP SPRING, ,DEP FGS-322,DEP FGS,FGS Bulletin 66 describes this spring on page 574-575.   This has a 150 ft spring run that enters Rainbow River across from Rainbow Spring #6., ,8,RAINBOW GROUP,29 05 36.49985,82 25 44.31486,552649.54422,566202.481164,WGS84,DGPS,Rainbow Spring Group
-83.0619951399062,30.0640418672157,898,YES,1980,SPRING_VENT,YES,RAVINE SPRING,SUW718971 (SUWANNEE),"SPRING SUW718971; SUWANNEE RIVER; SUW718971",DEP FGS-393,DEP FGS,"Spring is estavelle.  SRWMD 070115;", ,3, ,30 03 50.56466,83 03 43.18801,490323.615869,673333.574219,WGS84,DGPS,
-82.9323020104436,30.0480709135738,899,YES,4211,KARST_WINDOW,NO,REGISTER SINK,REGISTER SINK, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,LITTLE RIVER SINK CAVE,30 02 53.03493,82 55 56.27423,502827.256284,671662.369119, , ,
-84.1553485669553,30.2838143753414,900,YES,3858,SPRING_GENERAL,YES,RHODES SPRINGS #1,RHODES SPRING #1, , ,NWFWMD, , ,2,RHODES SPRINGS CLUSTER,30 17 01.73976,84 09 19.26,385071.558993,697393.353694,NAD83, ,
-81.4347173973715,29.0364782121894,901,YES,1380,SPRING_VENT,YES,MOSQUITO SPRINGS,MOSQUITO SPRINGS, ,DEP FGS-267,DEP FGS,Spring, ,3, ,29 02 11.32973,81 26 04.99063,649377.374123,561495.218387,WGS84,DGPS,
-83.1419631764804,30.3688595561058,902,YES,4208,KARST_WINDOW,NO,MOUNT SINK,MOUNT SINK, , ,SRWMD,"Spring type is estavelle.  SRWMD 070115;", ,Unknown,CATHEDRAL CANYON CAVE SYSTEM,30 22 07.87380,83 08 31.05416,482387.946776,707109.398855, , ,
-82.624820519064,28.5463822072447,903,YES,3740,SPRING_VENT,YES,MUD SPRING (HERNANDO),MUD SPRING (HERNANDO), ,38960,DEP GWMS, , ,2, ,28 32 46.976,82 37 29.354,534298.36,505223.78,WGS84,DGPS,
-81.646237565031,29.2440585062962,904,YES,3656,SPRING_GENERAL,YES,NO WADING SPRING,NOWADINGBOIL, , ,SJRWMD, , ,Unknown, ,29 14 38.62,81 38 46.463,628377.639665,584131.582358,NAD83, ,
-84.2811982702517,30.2375272989357,905,YES,1414,SPRING_VENT,YES,NORTHSIDE SPRING #1,NORTHSIDE SPRING #1, ,DEP FGS-274,DEP FGS,Spring, ,Unknown, ,30 14 15.10638,84 16 52.31978,372966.154401,692277.350057,WGS84,DGPS,
-84.281244511657,30.2375820098733,906,YES,1415,SPRING_VENT,YES,NORTHSIDE SPRING #2,NORTHSIDE SPRING #2, ,DEP FGS-275,DEP FGS,Spring, ,Unknown, ,30 14 15.30334,84 16 52.48625,372961.72268,692283.432682,WGS84,DGPS,
-81.4185107948874,28.8175036051389,907,YES,4110,SPRING_VENT,YES,NOVA SPRING,NOVA SPRING, ,43459,DEP GWMS,Spring, ,3, ,28 49 03.02,81 25 06.65,651461.650648,537216.287513,WGS84,DGPS,
-82.6080816366203,28.7718709452049,908,YES,4021,SPRING_VENT,YES,OTTER CREEK SPRING,OTTER CREEK SPRING, ,770992,SWFWMD - DEWITT, , ,Unknown, ,28 46 18.74,82 36 29.1,535650.338083,530282.078088, , ,
-82.9427505876591,29.6447995222762,909,YES,1438,SPRING_VENT,YES,OTTER SPRING,OTTER SPRING, ,DEP FGS-289,DEP FGS,Spring          Mining/Excavation, ,2, ,29 38 41.28799,82 56 33.90968,502204.835383,626885.99752,WGS84,DGPS,
-83.0411287819296,30.0459384013163,910,YES,1443,SPRING_VENT,YES,OWENS SPRING,OWENS SPRING, ,DEP FGS-290,DEP FGS,Spring          Low Impact, ,2, ,30 02 45.39289,83 02 28.06919,492348.492833,671339.53653,WGS84,DGPS,
-83.149519444382,30.4104666656586,911,YES,4268,KARST_WINDOW,NO,Pain Sink,Pain Sink, , ,SRWMD,Estavelle, ,Unknown,STEVENSON SPRING - LINE EATER CAVE,30 24 38,83 8 58,481630.565394,711721.87612,NAD83, ,
-85.5332479774468,30.4585260566526,912,YES,3844,SPRING_VENT,YES,PALM SPRING #1 (WASHINGTON),PALM SPRINGS #1, , ,NWFWMD, , ,3,PALM SPRINGS CLUSTER,30 27 30.69972,85 31 59.7,252905.198771,717688.389655,NAD83, ,
-85.5333035332785,30.4584982785573,913,YES,3845,SPRING_GENERAL,YES,PALM SPRING #2 (WASHINGTON),PALM SPRINGS #2, , ,NWFWMD, , ,3,PALM SPRINGS CLUSTER,30 27 30.6,85 31 59.8998,252899.830911,717685.37346,NAD83, ,
-81.4500923010901,28.8437699713574,914,YES,1453,SPRING_VENT,YES,PALM SPRINGS (LAKE),PALM SPRINGS (LAKE), ,DEP FGS-291,DEP FGS,Spring     Returned to natural state in 2003., ,4, ,28 50 37.57891,81 27 00.34247,648325.439779,540068.589858,WGS84,DGPS,
-82.4883119982823,27.9218696428848,915,YES,1458,SPRING_VENT,NO,PALMA CEIA SPRING,PALMA CEIA SPRING, ,DEP FGS-292,DEP FGS,"Historically was a spring, now is a fountain in a park with no surface outflow.  There is a subterranean canal system that channels water under Bay Shore Blvd flowing out to Tampa Bay.", ,Never Flowing, ,27 55 18.7356,82 29 17.93494,548479.17975,436029.005622,WGS84,DGPS,
-84.2716083402245,30.2290677374786,916,YES,3934,SPRING_GENERAL,YES,PALMETTO SPRING,PALMETTO SPRING, , ,NWFWMD, , ,3, ,30 13 44.652,84 16 17.796,373886.041723,691336.339601,NAD83, ,
-82.6489716596075,29.8257131379458,917,YES,1495,SPRING_VENT,YES,POE SPRING,POE SPRING, ,DEP FGS-301,DEP FGS,"Spring is an estavelle.  SRWMD 070115;  Urban/Suburban", ,2,POE SPRING CLUSTER,29 49 32.57677,82 38 56.30233,530383.531113,647247.383197,WGS84,DGPS,Poe Spring
-85.9306834117383,30.721198709046,918,YES,1507,SPRING_VENT,YES,PONCE DE LEON SPRING (HOLMES),PONCE DE LEON SPRING, ,DEP FGS-302,DEP FGS,Spring          Urban/Suburban, ,2, ,30 43 16.3259,85 55 50.46575,215235.671777,747368.053191,WGS84,DGPS,Ponce De Leon Spring
-82.5952814341399,28.8984653884164,919,YES,3981,SPRING_GENERAL,YES,POOL SPRINGS,HAMMETT 37/POOL SPRING, , ,SWFWMD - VHB,"Multiple spring vents; one vent inside swimming pool and three other vents outside swimming area discharge into pool; discharge from all to Kings Bay is through a small square orifice where discharge is measured; minimal discharge", ,3, ,28 53 54.48,82 35 43.02,536737.594187,544353.865818,NAD83, ,
-83.1331008695291,30.1242669133174,920,YES,4232,KARST_WINDOW,NO,POT HOLE SINK (SUWANNEE),POTHOLE SINK IN PEACOCK ST. PARK, ,48086,DEP GWMS,"Small inline sink approximately one third of the distance between Peacock I and Olsen; Spring type is estavelle and opening type is karst window.", ,Unknown,PEACOCK CAVE CLUSTER,30 7 27.361,83 7 59.163,483429.73,679968.36,NAD83,DMAP,
-83.2343978256941,30.4707996471246,921,YES,1519,SPRING_VENT,YES,POT SPRING,POT SPRING, ,DEP FGS-304,DEP FGS,"Spring type is a resurgence SRWMD 070115;", ,2, ,30 28 14.889,83 14 03.8368,473442.335273,718363.972457,WGS84,DGPS,
-82.9358542512928,29.8106780744459,922,YES,1516,SPRING_VENT,YES,POTHOLE SPRING (DIXIE),POT HOLE SPRING, ,DEP FGS-303,DEP FGS,"Spring is an estavelle.  SRWMD 070115;", ,2, ,29 48 38.4534,82 56 09.08124,502712.570657,645307.17084,WGS84,DGPS,
-82.5965434667295,28.7315990863882,923,YES,1521,SPRING_SEEP,YES,POTTER CREEK SPRING (CITRUS),POTTER SPRING,POTTER CREEK SPRING,DEP FGS-305,DEP FGS,Spring, ,2,CHASSAHOWITZKA  GROUP,28 43 53.76119,82 35 47.56254,536825.648813,525822.7883,WGS84,DGPS,Chassahowitzka Spring Group
-85.3251871784159,30.8249526211317,924,YES,2044,SPRING_VENT,YES,TANNER SPRINGS (JACKSON),TANNER SPRINGS (JACKSON), ,DEP FGS-281,DEP FGS,Spring, ,Unknown, ,30 49 29.83667,85 19 30.6804,273301.976214,758113.98991,WGS84,DGPS,
-82.594245349458,28.8818931670764,925,YES,4013,SPRING_VENT,YES,TARPON HOLE SPRINGS #2 COMPLEX,HAMMETT 15/MULLETS GULLET SPRING/TARPON HOLE#2,"MULLETS GULLET SPRING; TARPON HOLE 2", ,SWFWMD - VHB,"Spring system has three large vents in this area;  this spring is easternmost vent; vent is large fracture cracks; discharge is high", ,2,KINGS BAY GROUP,28 52 54.82,82 35 39.29,536859.423235,542514.775136,NAD83, ,Crystal River (Including Kings Bay Spring Group)
-83.650815387027,29.9125286929463,926,YES,2059,SPRING_SEEP,YES,TAY616992 (TAYLOR),TAY616992 (TAYLOR), ,DEP FGS-283,DEP FGS,Spring, ,2, ,29 54 45.11268,83 39 02.94174,433672.056055,656218.591259,WGS84,DGPS,
-83.6257203281252,29.8735528075898,927,YES,2061,SPRING_VENT,YES,TAY622991 (TAYLOR),TAY622991 (TAYLOR), ,DEP FGS-401,DEP FGS,"Spring     Discharge estimated by D. Hornsby, SRWMD", ,2, ,29 52 24.79994,83 37 32.59999,436105.111281,651898.8747,WGS84,DGPS,
-83.7454072307522,29.9699062853247,928,YES,2066,SPRING_VENT,YES,TAY69991 (TAYLOR),TAY69991 (TAYLOR), ,DEP FGS-402,DEP FGS,Spring, ,3, ,29 58 11.67114,83 44 43.4715,424537.379767,662565.758383,WGS84,DGPS,
-83.3853501367798,29.6763607883513,929,YES,2070,SPRING_VENT,YES,TAY76991 (TAYLOR),TAY76991 (TAYLOR), ,DEP FGS-403,DEP FGS,Spring, ,3, ,29 40 34.90997,83 23 07.27001,459401.529289,630099.993829,WGS84,DGPS,
-83.6273923868553,30.1079549634783,930,YES,2078,SPRING_VENT,YES,TAY924991 (TAYLOR),TAY924991 (TAYLOR), ,DEP FGS-404,DEP FGS,Spring     Clusters of boils emits water directly into creek., ,3, ,30 06 28.6466,83 37 38.61797,435865.192448,677918.663537,WGS84,DGPS,
-83.6281760761445,30.1083237752976,931,YES,2080,SPRING_VENT,YES,TAY924993 (TAYLOR),TAY924993 (TAYLOR), ,DEP FGS-405,DEP FGS,"Spring     Discharge estimated by D. Hornsby, SRWMD.  In  creek bed of Spring Creek", ,3, ,30 06 29.97432,83 37 41.43925,435789.635498,677959.373948,WGS84,DGPS,
-83.1665889683751,30.1074131122841,932,YES,4216,SPRING_VENT,NO,TELFORD SINK,TELFORD SINK, , ,SRWMD,"Spring type is resurgence.  SRWMD 070115;", ,Unknown,TELFORD/LURAVILLE CLUSTER,30 06 26.66682,83 09 59.70703,480219.553633,678075.412269, , ,
-83.1657377034781,30.1070462681281,933,YES,2082,SPRING_VENT,YES,TELFORD SPRING,TELFORD SPRING,"CERYAK-TELFORD SPRING; -041125004; TELFORD SPRING; TILFORD SPRING",DEP FGS-406,DEP FGS,"Spring is an esteval.  SRWMD 070115;", ,2, ,30 06 25.37824,83 09 56.66105,480301.765875,678035.247429,WGS84,DGPS,
-83.1672045944874,30.1075697551156,934,YES,4217,KARST_WINDOW,NO,TERRAPIN SINK,TERRAPIN SINK, , ,SRWMD,"Spring type is resurgence.  SRWMD 070115;", ,Unknown,TELFORD/LURAVILLE CLUSTER,30 06 27.23073,83 10 01.92328,480160.180251,678092.399016, , ,
-85.3073541953924,30.7071818639227,935,YES,3277,SPRING_GENERAL,YES,THE CRACK,THE CRACK, , ,NWFWMD, , ,3, ,30 42 25.86276,85 18 26.48268,274868.352161,745029.69986,NAD83, ,
-83.9923229342201,30.3397112883431,936,YES,2094,SPRING_VENT,YES,THOMAS SPRING (JEFFERSON),THOMAS SPRING, ,DEP FGS-407,DEP FGS,Spring     Magnitude estimate by Hornsby., ,2, ,30 20 22.96831,83 59 32.36658,400737.352476,703587.799367,WGS84,DGPS,
-83.2304179995036,30.1454970603054,937,YES,4041,SPRING_GENERAL,YES,THOMAS SPRING (SUWANNEE),THOMAS SPRING (SUWANNEE), , ,DEP WAS HOMAN,"The spring is in circular depression that opens through levee along the Suwannee River.  On date of visit February 2004, water flowed from small opening in ground about 18 in in diameter, creating oval pool about 6 ft wide.", ,3, ,30 08 43.8,83 13 49.51,474049.424251,682262.68861,NAD83, ,
-82.5892675565362,28.8887376099604,938,YES,3954,SPRING_GENERAL,YES,THREE SISTERS SPRING #1,HAMMETT 10/THREE SISTERS #1/THREE SISTERS SPRINGS/MIDDLE SPRINGS #1, , ,SWFWMD - VHB, , ,3, ,28 53 19.46,82 35 21.37,537335.327629,543280.341715,NAD83, ,
-82.5891286678327,28.8885264993578,939,YES,3955,SPRING_GENERAL,YES,THREE SISTERS SPRING #2,HAMMETT 28/THREE SISTERS #2/ THREE SISTERS SPRINGS/MIDDLE SPRINGS #2,"MIDDLE SPRINGS; THREE SISTERS SPRINGS; MIDDLE SPRINGS #2", ,SWFWMD - VHB, , ,2, ,28 53 18.7,82 35 20.87,537349.116124,543257.053858,NAD83, ,
-82.5889314458423,28.8883709435365,940,YES,3956,SPRING_GENERAL,YES,THREE SISTERS SPRING #3,HAMMETT 28/THREE SISTERS #3/THREE SISTERS SPRINGS/MIDDLE SPRINGS #3, , ,SWFWMD - VHB, , ,2, ,28 53 18.14,82 35 20.16,537368.512637,543240.000085,NAD83, ,
-85.5268313868226,30.4770816593177,941,YES,3848,SPRING_GENERAL,YES,TUPELO SPRING,TUPELO SPRING, , ,NWFWMD, , ,3, ,30 28 37.49988,85 31 36.59988,253546.249798,719739.81209,NAD83, ,
-84.2884483244052,30.2324777543704,942,YES,3875,SPRING_GENERAL,YES,TURN AROUND SPRING,TURN AROUND SPRING, , ,NWFWMD, , ,4, ,30 13 56.928,84 17 18.42,372267.83877,691718.50155,NAD83, ,
-82.8902846344935,29.8473894796442,943,YES,2139,SPRING_VENT,YES,TURTLE SPRING,TURTLE SPRING, ,DEP FGS-415,DEP FGS,Spring          Low Impact, ,2, ,29 50 50.61469,82 53 25.02992,507074.210252,649421.350002,WGS84,DGPS,
-85.144944439847,30.7869166689987,944,YES,2566,SPRING_VENT,YES,TWIN CAVES SPRING,TWIN CAVES SPRING,TWIN CAVES SPRING,42999,DEP GWMS, , ,3, ,30 47 12.9,85 08 41.8,290494.844386,753721.568019,WGS84,DGPS,
-82.705862569482,29.8404507853995,945,YES,2146,SPRING_VENT,YES,TWIN SPRING,TWIN SPRING, ,DEP FGS-417,DEP FGS,"Spring is an estavelle.  SRWMD 070115;", ,2, ,29 50 25.63336,82 42 21.10921,524876.202701,648824.527604,WGS84,DGPS,
-83.149058333424,30.4104777767282,946,YES,4272,KARST_WINDOW,NO,Tyre Sink,Tyre Sink, , ,SRWMD,Estavelle, ,Unknown,STEVENSON SPRING - LINE EATER CAVE,30 24 38,83 08 57,481674.814409,711723.414525,NAD83, ,
-82.4625076491479,27.959523466602,947,YES,3605,SPRING_RUN,YES,ULELE SPRING,ULELE SPRING, ,752468,SWFWMD - DEWITT, ,TIDAL,Unknown,HILLSBOROUGH CLUSTER,27 57 34.29,82 27 45.04,550961.437363,440241.652276,NAD83, ,
-82.9598362251044,29.686252755233,948,YES,2198,SPRING_VENT,YES,UNNAMED SPRING (DIXIE) 2941100825735,UNNAMED SPRING (DIXIE) 2941100825735,UNNAMED SPRING,DEP FGS-425,DEP FGS,Spring, ,Unknown, ,29 41 10.5203,82 57 35.41763,500514.377209,631474.123206,WGS84,DGPS,
-82.9334289265533,29.8194354271778,949,YES,2199,SPRING_VENT,YES,UNNAMED SPRING (DIXIE) 2949090825600,UNNAMED SPRING (DIXIE) 2949090825600,UNNAMED SPRING,DEP FGS-418,DEP FGS,Spring, ,Unknown, ,29 49 09.98,82 56 00.35,502938.251166,646281.374828,WGS84,DGPS,
-85.8392648013651,30.5778972126291,950,YES,3681,SPRING_GENERAL,YES,UNNAMED SPRING (WASHINGTON) 3034400855021,UNNAMED - 303440085502101, ,303440085502101,NWFWMD HOLMES CREEK REPORT, , ,Unknown, ,30 34 40.44,85 50 21.36,223746.51269,731335.188238,NAD83, ,
-81.7281933672818,30.1540163952088,951,YES,2413,SPRING_VENT,YES,WW GAY SPRING #1,WW GAY SPRING #1,CAMP ECHOCKOTEE SPRING,DEP FGS-461,DEP FGS,Spring, ,5, ,30 09 14.46664,81 43 41.50567,618565.588761,684990.611305,WGS84,DGPS,
-81.7285422877648,30.1539137835194,952,YES,2414,SPRING_VENT,YES,WW GAY SPRING #2,WW GAY SPRING #2,CAMP ECHOCKOTEE SPRING,DEP FGS-462,DEP FGS,Spring, ,5, ,30 09 14.09724,81 43 42.76178,618532.23355,684978.605248,WGS84,DGPS,
-82.5973870239002,28.8784459458866,953,YES,4002,SPRING_GENERAL,YES,WYNN COURT SPRINGS COMPLEX,WYNN COURT SPRINGS #1, , ,SWFWMD - VHB,"Complex has vents from small to moderately large fractures; discharge low", ,4, ,28 52 42.41,82 35 50.6,536557.928028,542128.499409,NAD83, ,
-82.6028756365379,29.8548835956134,954,YES,2114,SPRING_VENT,YES,TREEHOUSE SPRING,TREEHOUSE SPRING,"TREEHOUSE SPRING; ALA112971",DEP FGS-412,DEP FGS,"Spring type is resurgence.  SRWMD 070115;  Low Impact", ,1, ,29 51 17.58982,82 36 10.35691,534795.237877,650535.13272,WGS84,DGPS,Treehouse Spring
-82.5863948953045,28.7964763957794,955,YES,4107,SPRING_VENT,YES,TROTTER MAIN SPRING,TROTTER MAIN SPRING, ,42601,DEP GWMS, , ,3,HOMOSASSA GROUP,28 47 47.31958,82 35 11.02787,537732.419015,533038.445342,WGS84,DGPS,Homosassa Spring Group
-83.0747783578317,30.0837083158708,956,YES,1649,SPRING_VENT,YES,ROYAL SPRING,ROYAL SPRING,"CERYAK-ROYAL SPRING; -051201003",DEP FGS-334,DEP FGS,"Spring is an estavelle.  SRWMD 070115;", ,2, ,30 05 01.36334,83 04 29.20753,489076.321454,675507.239786,WGS84,DGPS,
-82.6798298669661,29.8335173807672,957,YES,1659,SPRING_VENT,YES,RUM ISLAND SPRING,RUM ISLAND SPRING, ,DEP FGS-335,DEP FGS,"Spring is an estavelle. SRWMD 070115;", ,2, ,29 50 00.67261,82 40 47.39167,527396.341599,648081.479246,WGS84,DGPS,
-83.1159215737668,30.1044606395137,958,YES,1664,SPRING_VENT,YES,RUNNING SPRINGS #1,RUNNING SPRINGS WEST,"RUNNING SPRING; RUNNING SPRING #2",DEP FGS-336,DEP FGS,"Spring type is resurgence.  SRWMD 070115;         Low Impact", ,2, ,30 06 16.07076,83 06 57.32302,485098.786235,677781.656987,WGS84,DGPS,
